ID,Name (in Spanish),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Spanish),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Spanish),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Spanish),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Spanish),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Spanish),Ingredients of a standard portion for an adult (in English),Recipe (in Spanish),Recipe (in English),Tip (in Spanish),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
101,Musaka de berenjenas,Eggplant moussaka,"Berenjena,120,g;
Calabacín,25g; 
Diente de ajo,5g; 
Patata,200,g; 
Cebolla,15,g; 
Salsa de tomate,10,g;
Queso emmental rallado,30,g;
Aceite de oliva,10,g; ","Eggplant,120,g;
zucchini,25g;
Clove of garlic, 5g;
Potato,150,g;
Onion,15,g;
Tomato sauce,10,g;
Grated Emmental cheese,30,g;
Olive oil,5,g;","Berenjena,120,g;
Calabacín,25g; 
Diente de ajo,5g; 
Patata,200,g; 
Cebolla,15,g; 
Salsa de tomate,10,g;
Queso emmental rallado,50,g;
Aceite de oliva,10,g; ","Eggplant,120,g;
zucchini,25g;
Clove of garlic,5g;
Potato,200,g;
Onion,15,g;
Tomato sauce,10,g;
Grated Emmental cheese,50,g;
Olive oil,10,g;","Berenjena,200,g;
Calabacín,50g; 
Diente de ajo,5g; 
Patata,200,g; 
Cebolla,30,g; 
Salsa de tomate,20,g;
Queso emmental rallado,50,g;
Aceite de oliva,15,g; ","Eggplant,200,g;
zucchini,50g;
Clove of garlic, 5g;
Potato,200,g;
Onion,30,g;
Tomato sauce,20,g;
Grated Emmental cheese,50,g;
Olive oil,15,g;","Berenjena,200,g;
Calabacín,50g; 
Diente de ajo,5g; 
Patata,200,g; 
Cebolla,30,g; 
Salsa de tomate,20,g;
Queso emmental rallado,50,g;
Aceite de oliva,15,g; ","Eggplant,200,g;
zucchini,50g;
Clove of garlic, 5g;
Potato,200,g;
Onion,30,g;
Tomato sauce,20,g;
Grated Emmental cheese,50,g;
Olive oil,15,g;","Berenjena,200,g;
Calabacín,50g; 
Diente de ajo,5g; 
Patata,200,g; 
Cebolla,30,g; 
Salsa de tomate,20,g;
Queso emmental rallado,50,g;
Aceite de oliva,15,g; ","Eggplant,200,g;
zucchini,50g;
Clove of garlic, 5g;
Potato,200,g;
Onion,30,g;
Tomato sauce,20,g;
Grated Emmental cheese,50,g;
Olive oil,15,g;","Lavar,pelar y cortar en láminas las berenjenas, calabacín y la patata. Preparamos en una fuente para horno las láminas de verduras y la salsa de tomate. Finalmente, añadimos el queso emmental cubrimos la funete con papel de alumino y horneamos 1 hora a 190 ºC.","Wash, peel and slice the eggplants, zucchini and potatoes. Prepare the vegetable slices and the tomato sauce in a baking dish. Finally, we add the emmental cheese, cover the dish with aluminum foil and bake for 1 hour at 190 ºC.",,,387.19,17.39,16.9,8.16,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
102,Ensalada de tomate y pepino con garbanzos ,"Tomato, cucumber and Chickpea salad","Tomate,100,g;
Pepino,30,g;
Cebolla,20g;
Garbanzos,15g;
Aceite de oliva,5g;
Sal,2g;
Vinagre,5g;","Tomate,100,g;
Pepino,30,g;
Cebolla,15g;
Garbanzos,60g;
Aceite de oliva,5g;
Sal,2g;
Vinagre,5g;","Tomate,100,g;
Pepino,30,g;
Cebolla,20g;
Garbanzos,30g;
Aceite de oliva,5g;
Sal,2g;
Vinagre,5g;","Tomato,100,g;
Cucumber,30,g;
Onion,30g;
Chickpeas,20g;
Olive oil,5g;
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pepino,50,g;
Cebolla,30g;
Garbanzos,60g;
Aceite de oliva,10g;
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Cucumber,50,g;
Onion,30g;
Chickpeas,60g;
Olive oil,10g;
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pepino,50,g;
Cebolla,30g;
Garbanzos,90g;
Aceite de oliva,10g;
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Cucumber,50,g;
Onion,30g;
Chickpeas,90g;
Olive oil,10g;
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pepino,50,g;
Cebolla,30g;
Garbanzos,90g;
Aceite de oliva,10g;
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Cucumber,50,g;
Onion,30g;
Chickpeas,90g;
Olive oil,10g;
Salt,2g;
Vinegar,5g;","Lavar, pelar y cortar el tomate, pepino y la cebolla, reservar en una fuente de ensalada. Hervir los garbanzos, enjuagar y dejar enfriar. Mezclar las verduras con los garbanzos añadir sal, aceite y vinagre. ","Wash, peel and cut the tomato, cucumber and onion, reserve in a salad bowl. Boil the chickpeas, rinse and let cool. Mix the vegetables with the chickpeas, add salt, oil and vinegar.",,,455.67,20.47,15.89,49.63,first,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
103,Salmorejo con huevo cocido y jamón serrano,Cold tomato soup with boiled egg and serrano ham,"Tomate,100,g;
Pan,30,g;
Ajo,5g;
Aceite de oliva,5g;
Huevo cocido,55g;
Jamón serrano,25g
Sal,2g;
Vinagre,5g;","Tomato,100,g;
Bread,30,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham,25g;
Salt,2g;
Vinegar,5g;","Tomate,100,g;
Pan,30,g;
Ajo,5g;
Aceite de oliva,5g;
Huevo cocido,55g;
Jamón serrano,25g
Sal,2g;
Vinagre,5g;","Tomato,100,g;
Bread,30,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham, 25g
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pan,60,g;
Ajo,5g;
Aceite de oliva,5g;
Huevo cocido,55g;
Jamón serrano,25g
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Bread,60,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham, 25g
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pan,60,g;
Ajo,5g;
Aceite de oliva,5g;
Huevo cocido,55g;
Jamón serrano,25g
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Bread,60,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham, 25g
Salt,2g;
Vinegar,5g;","Tomate,150,g;
Pan,60,g;
Ajo,5g;
Aceite de oliva,5g;
Huevo cocido,55g;
Jamón serrano,25g
Sal,2g;
Vinagre,5g;","Tomato,150,g;
Bread,60,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham, 25g
Salt,2g;
Vinegar,5g;","Lavar y cortar y triturar los tomates. En un bol colocar el pan y cubir con el triturado de tomate. dejar reposar diez minutos. Añadir el ajo, la sal y el aceite de oliva. Triturar toda la mezcla hasta obtener una textura ligera. Servir con huevo cocido y taquitos de jamón serrano.","Wash and cut and crush the tomatoes. In a bowl place the bread and cover with the crushed tomato let stand ten minutes. Add the garlic, salt and olive oil. Blend the entire mixture until a light texture is obtained. Serve with boiled egg and Serrano ham cubes.",,,378.35,19.96,15.08,37.64,first,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
104,Judías verdes con patatas,Green beans with potatoes,"Judías verdes,120,g;
Ajo,5,g;
Patata,100g;
Aceite de oliva,2,g;","Green beans,120,g;
Garlic,5,g;
Potato,100g;
Olive oil,2,g;","Judías verdes,150,g;
Ajo,5,g;
Patata,150g;
Aceite de oliva,2,g;","Green beans,150,g;
Garlic,5,g;
Potato,150g;
Olive oil,2,g;","Judías verdes,200,g;
Ajo,5,g;
Patata,200g;
Aceite de oliva,10,g;","Green beans,200,g;
Garlic,5,g;
Potato,200g;
Olive oil,10.g;","Judías verdes,200,g;
Ajo,5,g;
Patata,200g;
Aceite de oliva,10,g;","Green beans,200,g;
Garlic,5,g;
Potato,200g;
Olive oil,10.g;","Judías verdes,200,g;
Ajo,5,g;
Patata,200g;
Aceite de oliva,10,g;","Green beans,200,g;
Garlic,5,g;
Potato,200g;
Olive oil,10.g;","Lavar, pelar y cortar las judias y las patatas. En una olla con agua y sal cocer las patatas y las judias. En una sarten añadir el aceite y los ajos y saltear, a continuación añadir las judias y saltear a fuego medio durante 7 minutos. ","Wash, peel and cut the beans and potatoes. In a pot with water and salt, cook the potatoes and beans. In a frying pan add the oil and garlic and sauté, then add the beans and sauté over medium heat for 7 minutes.",,,431.5,17.77,11.18,55.13,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
105,Crema de calabaza y calabacín con picatostes,Pumpkin and zucchini cream with croutons,"Calabaza,100,g;
Calabacín,50,g;
Puerro,35,g;
Caldo de pollo,150,ml;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,5,g;","Pumpkin,100,g;
Zucchini,50,g;
Leek,35,g;
Chicken broth,150,ml;
Salt,2,g;
Pepper,2,g;
Olive oil,5,g;","Calabaza,100,g;
Calabacín,50,g;
Puerro,35,g;
Caldo de pollo,150,ml;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,5,g;","Pumpkin,100,g;
Zucchini,50,g;
Leek,35,g;
Chicken broth,150,ml;
Salt,2,g;
Pepper,2,g;
Olive oil,5,g;","Calabaza,150,g;
Calabacín,100,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Sal,2.5,g;
Pimienta,2.5,g;
Aceite de oliva,10,g;","Pumpkin,150,g;
Zucchini,100,g;
Leek,50,g;
Chicken broth, 200 ml;
Salt,2.5,g;
Pepper,2.5,g;
Olive oil,10,g;","Calabaza,150,g;
Calabacín,100,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Sal,2.5,g;
Pimienta,2.5,g;
Aceite de oliva,10,g;","Pumpkin,150,g;
Zucchini,100,g;
Leek,50,g;
Chicken broth, 200 ml;
Salt,2.5,g;
Pepper,2.5,g;
Olive oil,10,g;","Calabaza,150,g;
Calabacín,100,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Sal,2.5,g;
Pimienta,2.5,g;
Aceite de oliva,10,g;","Pumpkin,150,g;
Zucchini,100,g;
Leek,50,g;
Chicken broth, 200 ml;
Salt,2.5,g;
Pepper,2.5,g;
Olive oil,10,g;","Lavar, Pelar y cortar la calabaza, calabacín y el puerro. En un olla salteamos con aceite las verduras y añadimos la sal y la pimienta. A continuación añadimos el caldo de verduras y cocinamos a fuego medio durante media hora. Por último triturar las verduras. ","Wash, peel and cut the pumpkin, zucchini and leek. In a pot, sauté the vegetables in oil and add the salt and pepper. Then add the vegetable broth and cook over medium heat for half an hour. Finally shredding the vegetables.",,,195,6.25,15.03,6.65,first,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
106,Vichyssoise de puerro y patata,Leek and potato vichyssoise,"Puerro,120,g;
Patata,100,g;
Leche entera,50,ml;
Zumo de limón,5,ml;
Caldo de pollo,50,ml;
Cebollino,2,g;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,5,g;","Leek,120,g;
Potato,100,g;
Whole milk,50,ml;
Lemon juice,5,ml;
Chicken broth,50,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,5,g;","Puerro,150,g;
Patata,150,g;
Leche entera,100,ml;
Zumo de limón,5,ml;
Caldo de pollo,100,ml;
Cebollino,2,g;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,5,g;","Leek,150,g;
Potato,150,g;
Whole milk,100,ml;
Lemon juice,5,ml;
Chicken broth,100,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,5,g;","Puerro,250,g;
Patata,200,g;
Leche entera,100,ml;
Zumo de limón,5,ml;
Caldo de pollo,100,ml;
Cebollino,2,g;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,10,g;","Leek,250,g;
Potato,200,g;
Whole milk,100,ml;
Lemon juice,5,ml;
Chicken broth,100,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,10,g;","Puerro,250,g;
Patata,200,g;
Leche entera,100,ml;
Zumo de limón,5,ml;
Caldo de pollo,100,ml;
Cebollino,2,g;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,10,g;","Leek,250,g;
Potato,200,g;
Whole milk,100,ml;
Lemon juice,5,ml;
Chicken broth,100,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,10,g;","Puerro,250,g;
Patata,200,g;
Leche entera,100,ml;
Zumo de limón,5,ml;
Caldo de pollo,100,ml;
Cebollino,2,g;
Sal,2,g;
Pimienta,2,g;
Aceite de oliva,10,g;","Leek,250,g;
Potato,200,g;
Whole milk,100,ml;
Lemon juice,5,ml;
Chicken broth,100,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,10,g;","Pelar, lavar el puerro y la partata. Cortar en cubos las patatas. Cortar la parte blanca de los puerros en dos o tres mitades. Añadir en una olla el aceite y rehogar la patata y el puerro durante 10 minutos, sazonar con una pizca de sal, pimienta y zumo de limón, cubrir con el caldo de pollo y dejar cocer a fuego medio durante 30 minutos. Triturar las verduras añadiendo la leche entera hasta obtener una textura fina, reservar en la nevera. Servir con cebollino picado. ","Peel, wash the leek and the partata. Cut the potatoes into cubes. Cut the white part of the leeks into two or three halves. Add the oil in a pot and sauté the potato and leek for 10 minutes, season with a pinch of salt, pepper and lemon juice, cover with the chicken broth and cook over medium heat for 30 minutes. Blend the vegetables adding the whole milk until obtaining a fine texture, reserve in the fridge. Serve with chopped chives.",,,356,9.39,13.18,44.65,first,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
107,Ajo blanco con uvas y jamón,Cold garlic and almonds soup with grapes and ham,"Pan,25,g;
Almendras,20,g;
Uvas,40,g;
Jamón serrano,25,g;
Vinagre,5,ml;
Sal,1,g;
Aceite de oliva,10,g;","Bread,25,g;
Almonds,20,g;
Grapes,40,g;
Serrano ham,25,g;
Vinegar,5,ml;
Salt,1,g;
Olive oil,10,g;","Pan,25,g;
Almendras,20,g;
Uvas,40,g;
Jamón serrano,25,g;
Vinagre,5,ml;
Sal,1,g;
Aceite de oliva,10,g;","Bread,25,g;
Almonds,20,g;
Grapes,40,g;
Serrano ham,25,g;
Vinegar,5,ml;
Salt,1,g;
Olive oil,10,g;","Pan,30,g;
Almendras,25,g;
Uvas,50,g;
Jamón serrano,30,g;
Vinagre,10,ml;
Sal,2,g;
Aceite de oliva,20,g;","Bread,30,g;
Almonds,25,g;
Grapes,50,g;
Serrano ham,30,g;
Vinegar,10,ml;
Salt,2,g;
Olive oil, 20,g;","Pan,30,g;
Almendras,25,g;
Uvas,50,g;
Jamón serrano,30,g;
Vinagre,10,ml;
Sal,2,g;
Aceite de oliva,20,g;","Bread,30,g;
Almonds,25,g;
Grapes,50,g;
Serrano ham,30,g;
Vinegar,10,ml;
Salt,2,g;
Olive oil, 20,g;","Pan,30,g;
Almendras,25,g;
Uvas,50,g;
Jamón serrano,30,g;
Vinagre,10,ml;
Sal,2,g;
Aceite de oliva,20,g;","Bread,30,g;
Almonds,25,g;
Grapes,50,g;
Serrano ham,30,g;
Vinegar,10,ml;
Salt,2,g;
Olive oil, 20,g;","Empezamos remojando la miga de pan en agua fría. A continuación, ponemos en un vaso de batidora el pan remojado, la almendra cruda, el diente de ajo, el vinagre, la sal y trituramos todo. Servir con uvas peladas y trocitos de jamón serrano. ","We start by soaking the bread crumb in cold water. Next, we put the soaked bread, the raw almonds, the garlic clove, the vinegar, the salt in a blender glass and we crush everything. Serve with peeled grapes and pieces of serrano ham.",,,393.53,15.63,27.55,18.74,first,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
108,Alcachofas salteadas con huevo a la plancha,Sautéed artichokes with ham,"Alcachofas,120,g;
Ajo,1,g;
Huevo,55,g;
Aceite de oliva,5,g;","Artichokes,120,g;
Garlic,1,g;
Egg,55,g;
Olive oil,5,g;","Alcachofas,120,g;
Ajo,1,g;
Huevo,55,g;
Aceite de oliva,5,g;","Alcachofas,150,g;
Ajo,2,g;
Huevo,55,g;
Aceite de oliva,10,g;","Alcachofas,150,g;
Ajo,2,g;
Huevo,55,g;
Aceite de oliva,10,g;","Artichokes,150,g;
Garlic,2,g;
Egg,55,g;
Olive oil,10,g;","Alcachofas,150,g;
Ajo,2,g;
Huevo,55,g;
Aceite de oliva,10,g;","Artichokes,150,g;
Garlic,2,g;
Egg,55,g;
Olive oil, 10.g;","Alcachofas,150,g;
Ajo,2,g;
Huevo,55,g;
Aceite de oliva,10,g;","Artichokes,150,g;
Garlic,2,g;
Egg,55,g;
Olive oil, 10.g;","Pelar y cortar las alchofas. En una olla cocer las alcahofas cuando esten cocinadas colar y reservar. En una sartén calentamos el aceite y añadimos el diente de ajo picado, salteamos junto con las alcachofas. Servir con un huevo a la plancha. ","Peel and cut the artichokes. In a pot cook the artichokes when they are cooked strain and reserve. In a frying pan, heat the oil and add the minced garlic clove, sauté together with the artichokes. Serve with a grilled egg.",,,208.22,9.84,16.16,3.98,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
109,Crema de brócoli y guisantes con semillas,Broccoli soup and peas with seeds,"Brócoli,120,g;
Guisantes,50,g;
Puerro,40,g;
Caldo de pollo,100,ml;
Nueces,5,g;
Aceite de oliva,5,g;","Broccoli,120,g;
Peas,50,g;
Leek,40,g;
Chicken broth,100 ml;
Walnuts,5,g;
Olive oil,5.g;","Brócoli,120,g;
Guisantes,50,g;
Puerro,40,g;
Caldo de pollo,100,ml;
Nueces,5,g;
Aceite de oliva,5,g;","Broccoli,120,g;
Peas,50,g;
Leek,40,g;
Chicken broth,100 ml;
Walnuts,5,g;
Olive oil,5.g;","Brócoli,150,g;
Guisantes,90,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Semillas,5,g;
Aceite de oliva,10,g;","Broccoli,150,g;
Peas,90,g;
Leek,50,g;
Chicken broth,200 ml;
Seeds,5,g;
Olive oil,10,g;","Brócoli,150,g;
Guisantes,90,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Semillas,5,g;
Aceite de oliva,10,g;","Broccoli,150,g;
Peas,90,g;
Leek,50,g;
Chicken broth,200 ml;
Seeds,5,g;
Olive oil,10,g;","Brócoli,150,g;
Guisantes,90,g;
Puerro,50,g;
Caldo de pollo,200,ml;
Semillas,5,g;
Aceite de oliva,10,g;","Broccoli,150,g;
Peas,90,g;
Leek,50,g;
Chicken broth,200 ml;
Seeds,5,g;
Olive oil,10,g;","Cortar y lavar el brócoli y el puerro, en una olla salteamos las verduras y añadimos los guisantes. A continuación, incorporamos el caldo de pollo y dejamos cocinar durante 30 minutos a fuego medio. Por último trituramos hasta obtener una textura fina. Servir con semillas. ","Cut and wash the broccoli and the leek, in a pot we sauté the vegetables and add the peas. Next, add the chicken broth and cook for 30 minutes over medium heat. Finally, blend until a fine texture is obtained. Serve with seeds.",,,302,15.6,17.41,13.22,first,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
110,Tomates rellenos de quinoa y atún,Quinoa and tuna stuffed tomatoes,"Tomate,100,g;
Pimiento,20,g;
Cebolla,10,g;
Quinoa,50,g;
Atún,30,g;
Aceite de oliva,5,g;","Tomato,100,g;
Pepper,20,g;
Onion,10,g;
Quinoa,50,g;
Tuna,30,g;
Olive oil,5.g;","Tomate,100,g;
Pimiento,50,g;
Cebolla,30,g;
Quinoa,80,g;
Atún,60,g;
Aceite de oliva,5,g;","Tomato,100,g;
Pepper,20,g;
Onion,10,g;
Quinoa,50,g;
Tuna,30,g;
Olive oil,5.g;","Tomate,200,g;
Pimiento,50,g;
Cebolla,30,g;
Quinoa,80,g;
Atún,60,g;
Aceite de oliva,5,g;","Tomato,200,g;
Pepper,50,g;
Onion,30,g;
Quinoa,80,g;
Tuna,60,g;
Olive oil,5.g;","Tomate,200,g;
Pimiento,50,g;
Cebolla,30,g;
Quinoa,80,g;
Atún,60,g;
Aceite de oliva,5,g;","Tomato,200,g;
Pepper,50,g;
Onion,30,g;
Quinoa,80,g;
Tuna,60,g;
Olive oil,5.g;","Tomate,200,g;
Pimiento,50,g;
Cebolla,30,g;
Quinoa,80,g;
Atún,60,g;
Aceite de oliva,5,g;","Tomato,200,g;
Pepper,50,g;
Onion,30,g;
Quinoa,80,g;
Tuna,60,g;
Olive oil,5.g;","Lavar y vaciar los tomates con ayuda de una cuchara, cortar en dados la pulpa del tomate y reservar envoltura. A continuación lavar y cortar en dados pequeños el pimiento y la cebolla. En una sartén añadir el aceite de oliva  y saltear las verduras junto con la pulpa de los tomates, cocinar durante 10 minutos a fuego medio. En una olla cocinar la quinoa y añadirla junto con las verduras y una lata de atún. Por último rellenar los tomates con la mezcla de quinoa, verdura y atún. Servir con perejil fresco picado. ","Wash and empty the tomatoes with the help of a spoon, cut the tomato pulp into cubes and reserve the wrapper. Then wash and cut the pepper and onion into small cubes. In a frying pan, add the olive oil and sauté the vegetables together with the tomato pulp, cook for 10 minutes over medium heat. In a pot, cook the quinoa and add it together with the vegetables and a can of tuna. Finally, fill the tomatoes with the mixture of quinoa, vegetables and tuna. Serve with chopped fresh parsley.",,,381.94,22.36,14.25,34.13,second,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
111,Guisantes a la catalana con jamón,Catalan-style peas with cured ham,"Guisantes,50,g;
Cebolla,20,g;
Jamón ibérico,15,g;
Aceite de oliva,5,ml;
Caldo,5,ml;
Vino rancio,5,ml;
Menta,3,g;","Peas,50,g;
Onion,20,g;
Iberian ham,15,g;
olive oil,5,ml;
stock,5,ml;
rancio wine,5,ml;
mint,3,g;","Guisantes,100,g;
Cebolla,50,g;
Jamón ibérico,50,g;
Aceite de oliva,15,ml;
Caldo,15,ml;
Vino rancio,10,ml;
Menta,8,g;","Peas,100,g;
onion,50,g;
Iberian ham,50,g;
olive oil,15,ml;
stock,15,ml;
rancio wine,10,ml;
mint,8,g;","Guisantes,200,g;
Cebolla,60,g;
Jamón ibérico,80,g;
Aceite de oliva,15,ml;
Caldo,15,ml;
Vino rancio,10,ml;
Menta,8,g;","Peas,200,g;
Onion,60,g;
Iberian ham,80,g;
olive oil,15,ml;
stock,15,ml;
rancio wine,10,ml;
mint,8,g;","Guisantes,200,g;
Cebolla,60,g;
Jamón ibérico,100,g;
Aceite de oliva,15,ml;
Caldo,15,ml;
Vino rancio,10,ml;
Menta,8,g;","Peas,200,g;
Onion,60,g;
Iberian ham,80,g;
olive oil,15,ml;
stock,15,ml;
rancio wine,10,ml;
mint,8,g;","Guisantes,200,g;
Cebolla,60,g;
Jamón ibérico,80,g;
Aceite de oliva,15,ml;
Caldo,15,ml;
Vino rancio,10,ml;
Menta,8,g;","Peas,200,g;
Onion,60,g;
Iberian ham,80,g;
olive oil,15,ml;
stock,15,ml;
rancio wine,10,ml;
mint,8,g;","En una cazuela o sartén dorar el jamón y añadir la cebolla tierna picada y los ajos tiernos picados y sufrir a fuego lento unos 2-3 minutos, revoloteando y vigilando que no se queme. Dejar la cazuela con el vino (o el alcohol que queramos usar) y dejar evaporar el alcohol. Incorporar los guisantes pelados, salar ligeramente, incorporar el caldo, tapar la cazuela y cocer de 2 a 4 minutos a fuego medio. El tiempo de cocción de los guisantes es variable y depende de su tamaño. Cuando quede 1 minuto, añadir la menta picada y acabar de cocer los guisantes a la catalana con pernil ibérico. Listo para servir.","In a casserole or frying pan, brown the ham, add the chopped spring onion and chopped garlic and cook over a low heat for 2-3 minutes, stirring to prevent burning. Leave the casserole with the muscatel (or whatever alcohol you want to use) and let the alcohol evaporate. Add the peeled peas, salt lightly, add the stock, cover and cook over a medium heat for 2 to 4 minutes. The cooking time of the peas varies according to their size. When there is 1 minute left, add the chopped mint and finish cooking the Catalan peas with Iberian ham. Ready to serve.",,,496.3,33.63,27.41,19.83,second,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
